Annee;World_PartImport;Afghanistan_PartImport;Albania_PartImport;Algeria_PartImport;AmericanSamoa_PartImport;Andorra_PartImport;Angola_PartImport;Anguila_PartImport;Antarctica_PartImport;AntiguaandBarbuda_PartImport;Argentina_PartImport;Armenia_PartImport;Aruba_PartImport;Australia_PartImport;Austria_PartImport;Azerbaijan_PartImport;Bahamas,The_PartImport;Bahrain_PartImport;Bangladesh_PartImport;Barbados_PartImport;Belarus_PartImport;Belgium_PartImport;Belgium-Luxembourg_PartImport;Belize_PartImport;Benin_PartImport;Bermuda_PartImport;Bhutan_PartImport;Bolivia_PartImport;Bonaire_PartImport;BosniaandHerzegovina_PartImport;Botswana_PartImport;BouvetIsland_PartImport;Brazil_PartImport;BritishIndianOceanTer._PartImport;BritishVirginIslands_PartImport;Brunei_PartImport;Bulgaria_PartImport;Bunkers_PartImport;BurkinaFaso_PartImport;Burundi_PartImport;Cambodia_PartImport;Cameroon_PartImport;Canada_PartImport;CapeVerde_PartImport;CaymanIslands_PartImport;CentralAfricanRepublic_PartImport;Chad_PartImport;Chile_PartImport;China_PartImport;ChristmasIsland_PartImport;Cocos(Keeling)Islands_PartImport;Colombia_PartImport;Comoros_PartImport;Congo,Dem.Rep._PartImport;Congo,Rep._PartImport;CookIslands_PartImport;CostaRica_PartImport;Coted'Ivoire_PartImport;Croatia_PartImport;Cuba_PartImport;Curaçao_PartImport;Cyprus_PartImport;CzechRepublic_PartImport;Denmark_PartImport;Djibouti_PartImport;Dominica_PartImport;DominicanRepublic_PartImport;EastAsia&Pacific_PartImport;EastTimor_PartImport;Ecuador_PartImport;Egypt,ArabRep._PartImport;ElSalvador_PartImport;EquatorialGuinea_PartImport;Eritrea_PartImport;Estonia_PartImport;Eswatini_PartImport;Ethiopia(excludesEritrea)_PartImport;Europe&CentralAsia_PartImport;FaeroeIslands_PartImport;FalklandIsland_PartImport;Fiji_PartImport;Finland_PartImport;FmSudan_PartImport;Fr.So.Ant.Tr_PartImport;FrenchGuiana_PartImport;FrenchPolynesia_PartImport;Gabon_PartImport;Gambia,The_PartImport;Georgia_PartImport;Germany_PartImport;Ghana_PartImport;Gibraltar_PartImport;Greece_PartImport;Greenland_PartImport;Grenada_PartImport;Guadeloupe_PartImport;Guam_PartImport;Guatemala_PartImport;Guinea_PartImport;Guinea-Bissau_PartImport;Guyana_PartImport;Haiti_PartImport;HeardIslandandMcDonaldIsla_PartImport;HolySee_PartImport;Honduras_PartImport;HongKong,China_PartImport;Hungary_PartImport;Iceland_PartImport;India_PartImport;Indonesia_PartImport;Iran,IslamicRep._PartImport;Iraq_PartImport;Ireland_PartImport;Israel_PartImport;Italy_PartImport;Jamaica_PartImport;Japan_PartImport;Jordan_PartImport;Kazakhstan_PartImport;Kenya_PartImport;Kiribati_PartImport;Korea,Dem.Rep._PartImport;Korea,Rep._PartImport;Kuwait_PartImport;KyrgyzRepublic_PartImport;LaoPDR_PartImport;LatinAmerica&Caribbean_PartImport;Latvia_PartImport;Lebanon_PartImport;Lesotho_PartImport;Liberia_PartImport;Libya_PartImport;Lithuania_PartImport;Luxembourg_PartImport;Macao_PartImport;Madagascar_PartImport;Malawi_PartImport;Malaysia_PartImport;Maldives_PartImport;Mali_PartImport;Malta_PartImport;MarshallIslands_PartImport;Martinique_PartImport;Mauritania_PartImport;Mauritius_PartImport;Mayotte_PartImport;Mexico_PartImport;Micronesia,Fed.Sts._PartImport;MiddleEast&NorthAfrica_PartImport;Moldova_PartImport;Mongolia_PartImport;Montenegro_PartImport;Montserrat_PartImport;Morocco_PartImport;Mozambique_PartImport;Myanmar_PartImport;Namibia_PartImport;Nauru_PartImport;Nepal_PartImport;Netherlands_PartImport;NetherlandsAntilles_PartImport;NeutralZone_PartImport;NewCaledonia_PartImport;NewZealand_PartImport;Nicaragua_PartImport;Niger_PartImport;Nigeria_PartImport;Niue_PartImport;NorfolkIsland_PartImport;NorthAmerica_PartImport;NorthMacedonia_PartImport;NorthernMarianaIslands_PartImport;Norway_PartImport;Occ.Pal.Terr_PartImport;Oman_PartImport;OtherAsia,nes_PartImport;Pakistan_PartImport;Palau_PartImport;Panama_PartImport;PapuaNewGuinea_PartImport;Paraguay_PartImport;Peru_PartImport;Philippines_PartImport;Pitcairn_PartImport;Poland_PartImport;Portugal_PartImport;Qatar_PartImport;Reunion_PartImport;Romania_PartImport;RussianFederation_PartImport;Rwanda_PartImport;SaintBarthélemy_PartImport;SaintHelena_PartImport;SaintMaarten(Dutchpart)_PartImport;SaintPierreandMiquelon_PartImport;Samoa_PartImport;SanMarino_PartImport;SaoTomeandPrincipe_PartImport;SaudiArabia_PartImport;Senegal_PartImport;Serbia,FR(Serbia/Montenegro)_PartImport;Seychelles_PartImport;SierraLeone_PartImport;Singapore_PartImport;SlovakRepublic_PartImport;Slovenia_PartImport;SolomonIslands_PartImport;Somalia_PartImport;SouthAfrica_PartImport;SouthAsia_PartImport;SouthGeorgiaandtheSouthSa_PartImport;SouthSudan_PartImport;Spain_PartImport;SriLanka_PartImport;St.KittsandNevis_PartImport;St.Lucia_PartImport;St.VincentandtheGrenadines_PartImport;Sub-SaharanAfrica_PartImport;Sudan_PartImport;Suriname_PartImport;Sweden_PartImport;Switzerland_PartImport;SyrianArabRepublic_PartImport;Tajikistan_PartImport;Tanzania_PartImport;Thailand_PartImport;Togo_PartImport;Tokelau_PartImport;Tonga_PartImport;TrinidadandTobago_PartImport;Tunisia_PartImport;Turkey_PartImport;Turkmenistan_PartImport;TurksandCaicosIsl._PartImport;Tuvalu_PartImport;Uganda_PartImport;Ukraine_PartImport;UnitedArabEmirates_PartImport;UnitedKingdom_PartImport;UnitedStates_PartImport;UnitedStatesMinorOutlyingI_PartImport;Unspecified_PartImport;Uruguay_PartImport;UsMsc.Pac.I_PartImport;Uzbekistan_PartImport;Vanuatu_PartImport;Venezuela_PartImport;Vietnam_PartImport;WallisandFuturaIsl._PartImport;WesternSahara_PartImport;Yemen_PartImport;Zambia_PartImport;Zimbabwe_PartImport;World_CoutsImport_MD;Afghanistan_CoutsImport_MD;Albania_CoutsImport_MD;Algeria_CoutsImport_MD;AmericanSamoa_CoutsImport_MD;Andorra_CoutsImport_MD;Angola_CoutsImport_MD;Anguila_CoutsImport_MD;Antarctica_CoutsImport_MD;AntiguaandBarbuda_CoutsImport_MD;Argentina_CoutsImport_MD;Armenia_CoutsImport_MD;Aruba_CoutsImport_MD;Australia_CoutsImport_MD;Austria_CoutsImport_MD;Azerbaijan_CoutsImport_MD;Bahamas,The_CoutsImport_MD;Bahrain_CoutsImport_MD;Bangladesh_CoutsImport_MD;Barbados_CoutsImport_MD;Belarus_CoutsImport_MD;Belgium_CoutsImport_MD;Belgium-Luxembourg_CoutsImport_MD;Belize_CoutsImport_MD;Benin_CoutsImport_MD;Bermuda_CoutsImport_MD;Bhutan_CoutsImport_MD;Bolivia_CoutsImport_MD;Bonaire_CoutsImport_MD;BosniaandHerzegovina_CoutsImport_MD;Botswana_CoutsImport_MD;BouvetIsland_CoutsImport_MD;Brazil_CoutsImport_MD;BritishIndianOceanTer._CoutsImport_MD;BritishVirginIslands_CoutsImport_MD;Brunei_CoutsImport_MD;Bulgaria_CoutsImport_MD;Bunkers_CoutsImport_MD;BurkinaFaso_CoutsImport_MD;Burundi_CoutsImport_MD;Cambodia_CoutsImport_MD;Cameroon_CoutsImport_MD;Canada_CoutsImport_MD;CapeVerde_CoutsImport_MD;CaymanIslands_CoutsImport_MD;CentralAfricanRepublic_CoutsImport_MD;Chad_CoutsImport_MD;Chile_CoutsImport_MD;China_CoutsImport_MD;ChristmasIsland_CoutsImport_MD;Cocos(Keeling)Islands_CoutsImport_MD;Colombia_CoutsImport_MD;Comoros_CoutsImport_MD;Congo,Dem.Rep._CoutsImport_MD;Congo,Rep._CoutsImport_MD;CookIslands_CoutsImport_MD;CostaRica_CoutsImport_MD;Coted'Ivoire_CoutsImport_MD;Croatia_CoutsImport_MD;Cuba_CoutsImport_MD;Curaçao_CoutsImport_MD;Cyprus_CoutsImport_MD;CzechRepublic_CoutsImport_MD;Denmark_CoutsImport_MD;Djibouti_CoutsImport_MD;Dominica_CoutsImport_MD;DominicanRepublic_CoutsImport_MD;EastAsia&Pacific_CoutsImport_MD;EastTimor_CoutsImport_MD;Ecuador_CoutsImport_MD;Egypt,ArabRep._CoutsImport_MD;ElSalvador_CoutsImport_MD;EquatorialGuinea_CoutsImport_MD;Eritrea_CoutsImport_MD;Estonia_CoutsImport_MD;Eswatini_CoutsImport_MD;Ethiopia(excludesEritrea)_CoutsImport_MD;Europe&CentralAsia_CoutsImport_MD;FaeroeIslands_CoutsImport_MD;FalklandIsland_CoutsImport_MD;Fiji_CoutsImport_MD;Finland_CoutsImport_MD;FmSudan_CoutsImport_MD;Fr.So.Ant.Tr_CoutsImport_MD;FrenchGuiana_CoutsImport_MD;FrenchPolynesia_CoutsImport_MD;Gabon_CoutsImport_MD;Gambia,The_CoutsImport_MD;Georgia_CoutsImport_MD;Germany_CoutsImport_MD;Ghana_CoutsImport_MD;Gibraltar_CoutsImport_MD;Greece_CoutsImport_MD;Greenland_CoutsImport_MD;Grenada_CoutsImport_MD;Guadeloupe_CoutsImport_MD;Guam_CoutsImport_MD;Guatemala_CoutsImport_MD;Guinea_CoutsImport_MD;Guinea-Bissau_CoutsImport_MD;Guyana_CoutsImport_MD;Haiti_CoutsImport_MD;HeardIslandandMcDonaldIsla_CoutsImport_MD;HolySee_CoutsImport_MD;Honduras_CoutsImport_MD;HongKong,China_CoutsImport_MD;Hungary_CoutsImport_MD;Iceland_CoutsImport_MD;India_CoutsImport_MD;Indonesia_CoutsImport_MD;Iran,IslamicRep._CoutsImport_MD;Iraq_CoutsImport_MD;Ireland_CoutsImport_MD;Israel_CoutsImport_MD;Italy_CoutsImport_MD;Jamaica_CoutsImport_MD;Japan_CoutsImport_MD;Jordan_CoutsImport_MD;Kazakhstan_CoutsImport_MD;Kenya_CoutsImport_MD;Kiribati_CoutsImport_MD;Korea,Dem.Rep._CoutsImport_MD;Korea,Rep._CoutsImport_MD;Kuwait_CoutsImport_MD;KyrgyzRepublic_CoutsImport_MD;LaoPDR_CoutsImport_MD;LatinAmerica&Caribbean_CoutsImport_MD;Latvia_CoutsImport_MD;Lebanon_CoutsImport_MD;Lesotho_CoutsImport_MD;Liberia_CoutsImport_MD;Libya_CoutsImport_MD;Lithuania_CoutsImport_MD;Luxembourg_CoutsImport_MD;Macao_CoutsImport_MD;Madagascar_CoutsImport_MD;Malawi_CoutsImport_MD;Malaysia_CoutsImport_MD;Maldives_CoutsImport_MD;Mali_CoutsImport_MD;Malta_CoutsImport_MD;MarshallIslands_CoutsImport_MD;Martinique_CoutsImport_MD;Mauritania_CoutsImport_MD;Mauritius_CoutsImport_MD;Mayotte_CoutsImport_MD;Mexico_CoutsImport_MD;Micronesia,Fed.Sts._CoutsImport_MD;MiddleEast&NorthAfrica_CoutsImport_MD;Moldova_CoutsImport_MD;Mongolia_CoutsImport_MD;Montenegro_CoutsImport_MD;Montserrat_CoutsImport_MD;Morocco_CoutsImport_MD;Mozambique_CoutsImport_MD;Myanmar_CoutsImport_MD;Namibia_CoutsImport_MD;Nauru_CoutsImport_MD;Nepal_CoutsImport_MD;Netherlands_CoutsImport_MD;NetherlandsAntilles_CoutsImport_MD;NeutralZone_CoutsImport_MD;NewCaledonia_CoutsImport_MD;NewZealand_CoutsImport_MD;Nicaragua_CoutsImport_MD;Niger_CoutsImport_MD;Nigeria_CoutsImport_MD;Niue_CoutsImport_MD;NorfolkIsland_CoutsImport_MD;NorthAmerica_CoutsImport_MD;NorthMacedonia_CoutsImport_MD;NorthernMarianaIslands_CoutsImport_MD;Norway_CoutsImport_MD;Occ.Pal.Terr_CoutsImport_MD;Oman_CoutsImport_MD;OtherAsia,nes_CoutsImport_MD;Pakistan_CoutsImport_MD;Palau_CoutsImport_MD;Panama_CoutsImport_MD;PapuaNewGuinea_CoutsImport_MD;Paraguay_CoutsImport_MD;Peru_CoutsImport_MD;Philippines_CoutsImport_MD;Pitcairn_CoutsImport_MD;Poland_CoutsImport_MD;Portugal_CoutsImport_MD;Qatar_CoutsImport_MD;Reunion_CoutsImport_MD;Romania_CoutsImport_MD;RussianFederation_CoutsImport_MD;Rwanda_CoutsImport_MD;SaintBarthélemy_CoutsImport_MD;SaintHelena_CoutsImport_MD;SaintMaarten(Dutchpart)_CoutsImport_MD;SaintPierreandMiquelon_CoutsImport_MD;Samoa_CoutsImport_MD;SanMarino_CoutsImport_MD;SaoTomeandPrincipe_CoutsImport_MD;SaudiArabia_CoutsImport_MD;Senegal_CoutsImport_MD;Serbia,FR(Serbia/Montenegro)_CoutsImport_MD;Seychelles_CoutsImport_MD;SierraLeone_CoutsImport_MD;Singapore_CoutsImport_MD;SlovakRepublic_CoutsImport_MD;Slovenia_CoutsImport_MD;SolomonIslands_CoutsImport_MD;Somalia_CoutsImport_MD;SouthAfrica_CoutsImport_MD;SouthAsia_CoutsImport_MD;SouthGeorgiaandtheSouthSa_CoutsImport_MD;SouthSudan_CoutsImport_MD;Spain_CoutsImport_MD;SriLanka_CoutsImport_MD;St.KittsandNevis_CoutsImport_MD;St.Lucia_CoutsImport_MD;St.VincentandtheGrenadines_CoutsImport_MD;Sub-SaharanAfrica_CoutsImport_MD;Sudan_CoutsImport_MD;Suriname_CoutsImport_MD;Sweden_CoutsImport_MD;Switzerland_CoutsImport_MD;SyrianArabRepublic_CoutsImport_MD;Tajikistan_CoutsImport_MD;Tanzania_CoutsImport_MD;Thailand_CoutsImport_MD;Togo_CoutsImport_MD;Tokelau_CoutsImport_MD;Tonga_CoutsImport_MD;TrinidadandTobago_CoutsImport_MD;Tunisia_CoutsImport_MD;Turkey_CoutsImport_MD;Turkmenistan_CoutsImport_MD;TurksandCaicosIsl._CoutsImport_MD;Tuvalu_CoutsImport_MD;Uganda_CoutsImport_MD;Ukraine_CoutsImport_MD;UnitedArabEmirates_CoutsImport_MD;UnitedKingdom_CoutsImport_MD;UnitedStates_CoutsImport_MD;UnitedStatesMinorOutlyingI_CoutsImport_MD;Unspecified_CoutsImport_MD;Uruguay_CoutsImport_MD;UsMsc.Pac.I_CoutsImport_MD;Uzbekistan_CoutsImport_MD;Vanuatu_CoutsImport_MD;Venezuela_CoutsImport_MD;Vietnam_CoutsImport_MD;WallisandFuturaIsl._CoutsImport_MD;WesternSahara_CoutsImport_MD;Yemen_CoutsImport_MD;Zambia_CoutsImport_MD;Zimbabwe_CoutsImport_MD;Population;var_pop_yb
1994;7.02;50.34;14.22;0.06;0.22;39.25;0.01;11.76;0.01;28.26;9.78;37.15;0.0;25.18;9.72;80.88;0.13;0.55;90.81;0.07;32.54;6.58;6.91;0.07;29.33;0.02;12.85;0.11;78.89;12.52;6.61;4.59;1.94;25.31;0.04;0.09;17.44;18.3;1.95;3.94;82.12;1.42;0.59;2.4;0.18;1.29;2.13;0.69;16.55;66.67;1.69;1.77;0.25;0.14;0.01;13.26;7.38;3.51;16.02;0.04;0.33;55.94;11.06;2.19;7.75;23.52;4.6;11.03;9.24;0.22;33.74;1.57;0.06;16.84;8.96;2.57;0.83;5.88;0.12;38.9;85.98;1.79;0.01;2.33;0.06;0.65;0.0;2.01;25.58;3.52;0.68;5.06;33.59;0.01;15.71;0.04;5.88;1.9;1.44;82.97;0.11;7.91;100.0;11.94;1.8;37.78;19.64;0.07;46.82;33.06;4.13;0.0;2.6;11.03;10.58;4.06;1.4;24.76;3.29;1.4;94.87;27.95;11.47;0.03;0.06;95.89;2.85;4.29;46.12;1.11;0.01;0.01;21.12;5.91;88.21;30.94;2.66;8.9;94.53;51.25;8.02;2.04;0.1;0.15;80.46;0.93;3.73;100.0;19.81;12.24;95.18;11.44;3.78;50.19;71.0;24.94;0.02;100.0;72.77;3.52;0.12;2.44;0.01;10.72;0.02;0.03;0.23;4.44;100.0;1.14;18.44;5.61;0.04;74.23;0.25;6.27;64.69;100.0;0.02;0.46;1.39;4.26;22.63;6.31;15.26;26.83;3.22;0.06;38.41;1.1;0.14;1.25;1.32;1.78;0.37;100.0;0.79;1.19;0.0;0.63;18.18;0.21;0.04;1.9;26.48;4.72;100.0;1.02;6.29;58.11;3.85;17.4;3.29;61.3;13.49;48.53;0.01;8.17;0.05;0.04;0.77;3.91;5.33;98.04;16.2;20.53;0.13;55.62;3.18;0.37;64.36;46.88;93.97;2.97;97.31;0.01;19.77;60.06;4.1;1.19;20.0;5.65;29.4;100.0;94.14;16.99;0.04;20.15;46.24;100.0;0.05;0.7;13.12;16022148.94;812.45;518.32;825.62;1.13;5869.05;14.94;6.79;0.22;20.45;35557.03;96.84;0.37;190264.04;199735.75;1728.42;46.19;37.58;204656.7;7.77;9992.2;1289967.66;1436288.34;2.4;1325.71;1.0;78.34;70.63;5.7;23.48;206.11;6.86;36681.59;73.85;0.85;0.9;27360.74;571.86;495.02;299.9;3290.26;6077.02;9523.66;8.6;0.7;108.58;195.48;3813.29;679404.6;5.02;0.8;4136.66;21.68;48.6;5.41;2.61;5053.56;22906.67;18804.27;19.73;72.17;10875.1;38004.73;44551.97;54.92;135.86;1547.75;2306867.56;50.16;267.73;77687.13;370.17;2.89;126.08;1510.7;783.17;168.69;8124520.5;24.75;104.79;1210.63;29531.96;4.34;9.05;26.01;26.19;1.54;103.34;50.04;1431036.58;935.89;94.49;169607.41;0.65;46.79;48.41;0.9;768.52;516.34;1314.7;18.76;540.37;41.52;11.79;592.58;220776.11;79086.69;87.97;423481.99;267010.81;42733.21;5.02;70912.11;76401.84;2432642.47;3181.87;119348.16;726.63;1663.38;902.05;34.92;5089.14;153193.1;26.37;5.78;19421.1;129950.75;2526.4;15313.66;11.09;2.2;30.89;7573.8;74605.25;150482.84;63598.7;513.99;96207.09;384.27;4273.08;12580.58;0.9;148.32;112.01;238585.92;15.45;20276.7;11.49;2148651.99;135.5;2941.77;72.82;1.78;1075576.44;1962.56;1302.59;7.44;1.6;4000.8;399421.95;16.43;3.13;10.3;20365.63;3.07;28.72;2473.48;2.49;0.9;240314.25;9828.87;5.01;1360.73;2624.17;37.94;112523.05;225503.75;2.69;1.99;16.71;253.11;5579.44;61827.63;23.87;124249.5;701622.32;120.32;68.65;126892.32;31020.3;6.64;20.17;1.69;36.16;44.62;50.96;307.45;5.47;110.37;1149.73;6.14;14.66;2.89;29363.96;33814.81;30830.74;3.61;7.82;37482.32;946563.21;1.26;0.16;458063.61;87723.25;13.34;641.31;4.63;390358.13;26.88;2.53;24031.76;224955.63;19438.23;13373.0;2396.51;238900.77;22.4;181.82;3.73;525.78;776394.82;438864.88;45935.88;34.15;78.41;3.79;29926.02;50555.44;746865.84;230790.59;1.39;185564.94;10990.57;11.38;99499.8;23.85;37.03;46347.92;56.16;0.27;2.6;346.51;4397.91;59070077;0.0
1995;6.63;71.58;15.78;0.02;0.22;23.43;0.01;11.76;0.01;28.26;9.58;35.54;0.0;25.3;8.84;20.14;0.13;1.91;91.79;0.39;16.87;6.58;6.42;0.07;25.18;0.02;12.85;0.1;78.89;2.61;6.61;4.59;1.96;25.31;0.04;2.7;15.23;18.3;1.44;0.75;93.66;0.86;0.51;2.4;0.18;4.04;11.47;0.33;14.64;66.67;1.69;1.62;0.77;0.68;0.01;13.26;6.47;2.47;19.02;0.04;0.33;20.45;7.93;2.25;1.2;0.21;2.75;9.87;9.24;0.16;29.61;1.33;0.11;16.84;4.88;2.57;0.83;5.48;0.03;100.0;77.76;1.73;0.87;2.33;0.04;1.56;0.0;0.5;0.35;3.13;0.68;0.23;33.55;0.01;1.85;0.07;5.88;0.84;0.42;82.97;0.11;5.29;100.0;11.94;4.32;37.74;8.3;0.49;48.73;30.89;2.13;0.0;3.36;8.79;10.08;7.63;1.42;15.91;3.07;2.18;94.87;18.63;7.83;0.05;4.35;75.98;2.93;23.37;43.39;1.11;0.01;0.05;15.26;5.91;84.68;26.38;1.25;6.66;99.37;36.96;6.56;2.04;0.08;0.22;75.94;0.93;6.74;100.0;20.85;36.29;94.75;11.44;3.78;49.68;68.53;69.89;0.02;100.0;72.1;2.97;0.12;2.44;0.0;11.42;0.01;0.01;0.24;4.44;100.0;1.09;17.38;5.61;0.06;74.23;0.95;6.08;64.48;100.0;0.17;0.46;0.38;2.84;16.13;6.31;12.31;28.14;1.12;0.09;30.37;0.72;0.14;1.25;1.32;1.78;4.59;100.0;0.79;1.19;0.02;0.58;17.05;0.21;0.02;0.98;17.03;5.61;61.17;1.02;6.9;58.81;3.85;17.4;3.48;58.52;13.49;48.53;0.01;8.17;0.05;0.0;0.6;3.36;5.4;85.77;13.86;18.09;1.47;55.62;3.18;0.37;62.53;49.57;97.39;1.69;3.09;0.01;18.45;39.86;4.06;1.15;20.0;5.93;21.84;0.52;96.05;16.99;0.13;19.51;46.24;100.0;0.05;0.88;4.85;18122354.52;1081.01;1063.96;272.19;1.13;3849.75;14.94;6.79;0.22;20.45;45910.57;97.82;0.37;224615.64;200106.58;1414.35;46.19;474.25;247073.1;3.01;9937.34;1289967.66;1573398.12;2.4;1384.88;1.0;78.34;81.18;5.7;2.2;206.11;6.86;39124.38;73.85;0.85;65.14;28555.0;571.86;432.16;103.83;7016.83;4530.7;10767.51;8.6;0.7;616.37;1200.08;2461.69;752716.76;5.02;0.8;4979.49;50.31;284.83;5.41;2.61;5866.08;22648.88;22608.96;19.73;72.17;12312.63;37300.05;54996.46;6.45;7.03;1114.08;2470452.79;50.16;227.9;73110.95;273.4;8.4;126.08;1456.04;783.17;168.69;9331230.42;5.21;43.5;914.03;35964.53;252.96;9.05;20.85;83.98;1.54;34.6;17.84;1582975.66;935.89;1.2;204824.62;0.65;42.81;71.75;0.9;459.81;208.26;1314.7;18.76;676.51;41.52;11.79;1116.88;241502.62;43909.99;622.98;539602.5;280871.6;29304.33;5.02;117213.64;76459.4;2750923.21;5765.85;135895.86;775.12;1217.92;1561.08;34.92;4075.26;148599.64;73.36;421.33;22488.51;155075.75;9159.0;16190.46;11.09;2.2;163.56;12525.69;74605.25;142721.19;68940.67;147.33;98487.14;1386.89;2793.82;11798.08;0.9;116.26;173.98;255176.57;15.45;34454.38;11.49;2463971.89;900.0;2987.06;72.82;1.78;1289547.55;2338.01;5564.6;7.44;1.6;5481.99;430953.5;16.43;3.13;5.41;24073.67;2.54;16.03;1913.46;2.49;0.9;255436.26;10801.45;5.01;2152.77;2624.17;59.73;120358.46;243079.54;2.69;263.09;16.71;75.97;4232.61;53296.37;23.87;126272.25;869740.63;6.64;120.87;139107.7;25085.89;6.64;20.17;1.69;36.16;59.73;50.96;307.45;5.47;394.07;1133.31;8218.88;14.66;0.6;18540.5;31894.07;43256.77;12.31;7.82;48528.56;1115805.12;1.26;0.16;619000.0;78100.09;13.34;641.31;4.63;419823.47;26.88;1.0;24410.92;238675.37;22699.75;10663.38;1812.24;245603.73;364.81;181.82;3.73;525.78;908163.64;568881.2;24449.72;3.91;11.51;6.41;17926.53;34482.85;888095.29;244667.75;1.39;216345.04;8090.43;1.4;125480.22;23.85;137.71;60322.24;56.16;0.27;2.6;495.3;1630.62;59280577;210500.0
1996;6.56;74.24;19.37;0.06;0.22;27.01;0.01;11.76;0.01;0.45;3.84;8.25;0.0;23.65;9.21;52.41;0.13;1.62;93.1;21.54;16.28;6.58;6.39;0.15;47.6;0.59;12.85;0.11;78.89;27.56;6.61;4.59;2.2;25.31;0.04;3.59;26.57;18.3;0.04;0.02;84.26;0.76;0.53;2.4;0.18;4.06;0.75;0.31;15.08;66.67;0.14;2.33;0.02;0.01;0.01;0.43;10.73;2.97;24.99;0.04;0.33;17.65;6.91;2.56;1.2;0.21;2.87;9.75;9.24;0.24;31.07;1.23;0.11;0.56;5.64;2.57;0.83;5.45;0.04;99.67;68.03;1.33;1.19;2.33;0.04;0.99;0.0;0.5;2.43;2.97;0.01;0.78;32.52;0.01;1.85;0.07;5.88;0.94;0.34;82.97;0.11;6.52;100.0;11.94;4.83;33.58;18.57;3.26;45.65;25.05;2.0;0.0;2.73;6.49;9.75;4.2;1.35;15.26;12.27;0.68;94.87;15.62;8.82;0.06;19.06;88.97;2.42;8.05;40.51;1.11;0.17;0.07;13.5;5.91;83.08;35.77;0.32;5.15;97.28;11.03;4.51;2.04;0.08;0.05;74.1;0.93;4.78;100.0;19.41;23.33;97.05;11.44;3.78;49.55;25.17;68.45;0.02;5.8;75.36;2.88;0.05;2.44;0.01;6.88;0.01;0.04;0.21;4.44;100.0;1.14;32.1;69.11;0.04;74.23;0.0;5.53;64.85;100.0;0.17;0.46;0.02;2.87;17.24;6.31;15.02;27.9;1.12;0.09;35.59;0.54;0.14;1.25;1.32;1.78;0.4;100.0;0.79;1.19;0.05;0.46;17.05;0.21;7.45;0.69;18.96;5.5;61.17;1.0;5.06;57.52;3.85;17.4;3.5;56.41;13.49;48.53;0.01;8.59;0.05;0.01;0.69;3.2;4.32;99.63;14.03;15.74;0.22;55.62;3.18;0.37;62.12;48.36;94.34;1.69;3.09;0.03;22.54;44.54;3.87;1.19;20.0;3.38;23.23;0.05;92.97;16.99;0.1;22.94;46.24;100.0;0.01;4.71;7.68;18042164.19;1165.16;1480.25;1037.51;1.13;4570.53;14.94;6.79;0.22;4.3;18934.1;118.06;0.37;181403.01;207283.35;1015.05;46.19;1888.96;289497.46;338.54;7485.89;1289967.66;1491693.09;6.84;2441.74;7.55;78.34;60.2;5.7;260.16;206.11;6.86;40547.39;73.85;0.85;39.87;44108.75;571.86;8.79;1.14;10754.07;3084.04;9365.78;8.6;0.7;203.09;54.34;1821.73;908789.25;5.02;0.59;7498.01;2.93;3.52;3.77;1.37;9670.43;24147.14;23949.87;19.73;72.17;10216.73;39737.13;62451.87;6.45;7.03;1411.83;2506368.15;50.16;329.54;74830.16;328.37;8.4;3.57;2887.79;783.17;168.69;9435215.56;8.79;177.09;339.32;25453.76;253.71;9.05;20.85;49.65;1.54;34.6;130.76;1434575.29;10.98;77.01;189813.56;0.65;42.81;71.75;0.9;427.66;262.51;1314.7;18.76;719.7;41.52;11.79;1330.13;213863.8;126831.43;4174.34;521970.1;256325.41;25777.32;5.02;103871.51;53980.68;2743150.94;4155.57;121036.83;1169.07;5127.83;507.42;34.92;4890.71;146364.84;83.07;441.75;19816.02;127088.61;6440.94;16506.78;11.09;64.87;301.4;14011.08;74605.25;140217.72;112189.2;37.53;77769.18;258.2;605.54;9614.9;0.9;116.26;40.66;278430.8;15.45;24223.53;11.49;2449956.92;972.23;2720.67;72.82;1.78;1272859.09;491.59;12944.66;7.44;11.51;5997.61;415699.17;28.53;3.13;12.9;15771.08;2.54;4.3;2859.64;2.49;0.9;276134.54;6184.87;16.61;1882.1;2624.17;1.37;116606.64;223389.4;2.69;263.09;16.71;2.73;4558.01;54772.12;23.87;195050.47;891813.84;6.64;120.87;183030.0;21415.68;6.64;20.17;1.69;36.16;6.06;50.96;307.45;5.47;1567.42;828.74;8218.88;14.66;48.04;15457.32;41815.95;45466.44;12.31;15.02;41993.44;1134296.92;1.26;0.16;671684.79;92018.98;13.34;641.31;4.63;474405.28;26.88;3.32;26916.96;219771.39;18626.18;17416.32;1951.32;236981.41;20.52;181.82;3.73;525.78;940120.42;574211.04;19487.67;3.91;11.51;20.72;35433.85;31577.13;894172.25;266768.77;1.39;30105.83;9000.96;0.68;104974.28;23.85;210.49;85995.52;56.16;0.27;2.35;1366.49;2356.9;59487413;206836.0
